,name,station,date,artist,song
246,Francois & The Atlas Mountains - Holly Golightly,fm4,2021-04-18 09:09:02.055194,Francois & The Atlas Mountains , Holly Golightly
247,Frank Ocean - Lost ,fm4,2021-04-18 14:51:04.534012,Frank Ocean , Lost 
248,Freesi - Funky Thing ,fm4,2021-04-18 15:30:02.354464,Freesi , Funky Thing 
249,Friedberg - Lizzy ,fm4,2021-04-18 14:09:02.593582,Friedberg , Lizzy 
250,Galv - Phonk Station ,fm4,2021-04-18 16:51:02.651414,Galv , Phonk Station 
251,Gangsta L - Lucha Bros Theme Song ,fm4,2021-04-19 07:21:02.442752,Gangsta L , Lucha Bros Theme Song 
252,Gary Barlow - Let Me Go,radiowien,2021-04-19 03:33:02.096643,Gary Barlow , Let Me Go
253,Georg Danzer - Grosse Dinge,radiowien,2021-04-18 19:18:02.650135,Georg Danzer , Grosse Dinge
254,George Benson - On Broadway,radiowien,2021-04-19 02:48:02.209085,George Benson , On Broadway
255,George Ezra - Blame It on Me,oe3,2021-04-18 09:24:02.210021,George Ezra , Blame It on Me
256,George Ezra - Pretty Shining People,oe3,2021-04-18 12:06:01.313378,George Ezra , Pretty Shining People
257,George Michael - Too Funky,radiowien,2021-04-19 05:12:02.308456,George Michael , Too Funky
258,Gert SteinbÃ¤cker - Die Sunn Ã¼ber'n Meer,oe3,2021-04-18 18:51:01.415048,Gert SteinbÃ¤cker , Die Sunn Ã¼ber'n Meer
259,Gianmaria Testa - Lampo,radiowien,2021-04-19 01:27:02.095952,Gianmaria Testa , Lampo
260,Gigi D'Agostino - La passion,oe3,2021-04-18 09:51:01.502789,Gigi D'Agostino , La passion
261,Gilbert O'Sullivan - Get Down,radiowien,2021-04-18 15:27:02.238031,Gilbert O'Sullivan , Get Down
262,Gipsy Kings - Baila Me,radiowien,2021-04-18 13:33:02.137188,Gipsy Kings , Baila Me
263,Gipsy Kings - Bamboleo,radiowien,2021-04-18 08:25:16.440116,Gipsy Kings , Bamboleo
264,Gloria Gaynor - Never Can Say Goodbye,radiowien,2021-04-18 10:27:02.439208,Gloria Gaynor , Never Can Say Goodbye
265,Goldy - Karma ,fm4,2021-04-18 16:33:02.057223,Goldy , Karma 
266,Gossip - Move in the right direction,radiowien,2021-04-18 16:42:02.352736,Gossip , Move in the right direction
267,Gotye ft. Kimbra - Somebody That I Used to Know,oe3,2021-04-18 12:57:01.025462,Gotye ft. Kimbra , Somebody That I Used to Know
268,Green Day - Good Riddance (Time of Your Life),oe3,2021-04-18 17:42:00.901783,Green Day , Good Riddance (Time of Your Life)
269,Griff - Black Hole,oe3,2021-04-19 02:45:01.649692,Griff , Black Hole
270,Gush - Siblings ,fm4,2021-04-18 15:45:02.538492,Gush , Siblings 
271,Gyal - Pompeji ,fm4,2021-04-18 14:48:02.437695,Gyal , Pompeji 
272,HAIM - Up from a dream ,fm4,2021-04-18 12:30:01.840463,HAIM , Up from a dream 
273,HITRADIO Ã3 - Livestream,oe3,2021-04-19 06:42:04.191837,HITRADIO Ã3 , Livestream
274,"HITRADIO Ã3 - Nachrichten, Wetter und Verkehr",oe3,2021-04-19 07:00:00.949832,HITRADIO Ã3 ," Nachrichten, Wetter und Verkehr"
275,HITRADIO Ö3 - Livestream,oe3,2021-04-19 03:54:03.370098,HITRADIO Ö3 , Livestream
276,"HITRADIO Ö3 - Nachrichten, Wetter und Verkehr",oe3,2021-04-19 05:12:01.386445,HITRADIO Ö3 ," Nachrichten, Wetter und Verkehr"
277,Hansi Dujmic - Ausgeliefert,radiowien,2021-04-18 21:39:01.818115,Hansi Dujmic , Ausgeliefert
278,Hansi Lang - A Stronger Love,radiowien,2021-04-18 16:12:02.338494,Hansi Lang , A Stronger Love
279,Hansi Lang - Perfect Day,radiowien,2021-04-18 08:36:02.055375,Hansi Lang , Perfect Day
280,Harri Stojka Express - In Love With You,radiowien,2021-04-18 19:24:01.947752,Harri Stojka Express , In Love With You
281,Harry Styles - Sign Of The Times,radiowien,2021-04-19 03:18:02.096631,Harry Styles , Sign Of The Times
282,Hayden James - Something About You ,fm4,2021-04-19 04:12:02.112042,Hayden James , Something About You 
283,Hearts Hearts - Naked ,fm4,2021-04-19 00:18:02.013378,Hearts Hearts , Naked 
284,Hearts Hearts - Naked ,fm4,2021-04-18 09:54:02.494029,Hearts Hearts , Naked 
285,Herbert Groenemeyer - Halt mich,radiowien,2021-04-18 13:51:02.238188,Herbert Groenemeyer , Halt mich
286,Hot Chip - Melody Of Love ,fm4,2021-04-18 12:45:02.649418,Hot Chip , Melody Of Love 
287,Hotlane - Whenever ,fm4,2021-04-18 09:18:02.141983,Hotlane , Whenever 
288,Hozier - Take Me to Church,oe3,2021-04-18 14:54:01.493793,Hozier , Take Me to Church
289,Hubert von Goisern - Heast as nit,radiowien,2021-04-18 19:39:01.950533,Hubert von Goisern , Heast as nit
290,"Hubert von Goisern - Weit, weit weg",oe3,2021-04-18 13:39:01.591568,Hubert von Goisern ," Weit, weit weg"
291,Huey Lewis & The News - If This Is It,radiowien,2021-04-18 16:18:02.742410,Huey Lewis & The News , If This Is It
292,Icehouse - Hey Little Girl,radiowien,2021-04-18 23:36:02.297157,Icehouse , Hey Little Girl
293,Ider - Cross Yourself ,fm4,2021-04-18 09:39:02.550827,Ider , Cross Yourself 
294,Im Sumpf: Jakob Nolte,fm4,2021-04-18 20:21:03.238009,Im Sumpf: Jakob Nolte,Im Sumpf: Jakob Nolte
295,Imagine Dragons - Bad Liar,oe3,2021-04-19 00:27:01.948198,Imagine Dragons , Bad Liar
296,Imany - Don't Be so Shy (Filatov & Karas Remix),oe3,2021-04-18 14:45:02.055707,Imany , Don't Be so Shy (Filatov & Karas Remix)
297,Inner Circle - Games People Play,radiowien,2021-04-18 16:06:01.654332,Inner Circle , Games People Play
298,Iris Camaa - Lover,radiowien,2021-04-18 20:00:02.144344,Iris Camaa , Lover
299,JC Stewart - I Need You to Hate Me,oe3,2021-04-18 23:33:01.353833,JC Stewart , I Need You to Hate Me
300,Ja Panik - On Livestream ,fm4,2021-04-18 10:45:02.148056,Ja Panik , On Livestream 
301,James Arthur - Impossible,oe3,2021-04-19 04:51:01.506895,James Arthur , Impossible
302,James Bay - Chew On My Heart,oe3,2021-04-19 02:33:01.748978,James Bay , Chew On My Heart
303,James Blunt - Bonfire Heart,radiowien,2021-04-18 12:33:02.038636,James Blunt , Bonfire Heart
304,James Blunt - Stay The Night,radiowien,2021-04-19 06:12:01.813965,James Blunt , Stay The Night
305,James Brown - Sex Machine (Part 1),radiowien,2021-04-19 02:09:01.712624,James Brown , Sex Machine (Part 1)
306,Jamie XX - I Know There's Gonna Be (Good Times),fm4,2021-04-18 09:27:05.048459,Jamie XX , I Know There's Gonna Be (Good Times)
307,Jan Delay feat. Marteria - Eule,oe3,2021-04-19 00:42:00.998087,Jan Delay feat. Marteria , Eule
308,Jan Hammer Group - Don't You Know ,fm4,2021-04-18 08:31:39.936710,Jan Hammer Group , Don't You Know 
309,Janelle Monae - Tightrope ,fm4,2021-04-19 04:57:03.204690,Janelle Monae , Tightrope 
310,Janet Jackson - That's The Way Love Goes,radiowien,2021-04-18 15:51:02.744535,Janet Jackson , That's The Way Love Goes
311,Jason Derulo - Colors,radiowien,2021-04-19 04:30:01.913525,Jason Derulo , Colors
312,Jason Derulo - Take You Dancing,oe3,2021-04-19 01:27:01.766205,Jason Derulo , Take You Dancing
313,Jason Derulo feat. Nuka - Love Not War (The Tampa Beat),oe3,2021-04-19 04:39:01.766758,Jason Derulo feat. Nuka , Love Not War (The Tampa Beat)
314,Jason Mraz - I'm Yours,radiowien,2021-04-18 08:31:39.536610,Jason Mraz , I'm Yours
315,Jennifer Lopez  Pitbull - On the Floor,oe3,2021-04-19 07:12:01.064451,Jennifer Lopez  Pitbull , On the Floor
316,Jennifer Rush - Destiny,radiowien,2021-04-18 23:12:02.308529,Jennifer Rush , Destiny
317,Joe Cocker - Unchain My Heart,radiowien,2021-04-19 05:09:02.209057,Joe Cocker , Unchain My Heart
318,Joel Corry feat. Mnek - Head & Heart,oe3,2021-04-19 03:06:01.770384,Joel Corry feat. Mnek , Head & Heart
319,John Lennon - Just Like Starting Over,radiowien,2021-04-18 16:24:01.737078,John Lennon , Just Like Starting Over
320,Johnny Hates Jazz - Turn Back The Clock,radiowien,2021-04-18 11:36:02.250084,Johnny Hates Jazz , Turn Back The Clock
321,Jonas Blue feat. JP Cooper - Perfect Strangers,oe3,2021-04-19 02:12:01.697588,Jonas Blue feat. JP Cooper , Perfect Strangers
322,Josh. - Ring in der Hand,oe3,2021-04-18 20:21:01.802995,Josh. , Ring in der Hand
323,Journey - Open Arms,radiowien,2021-04-18 20:18:02.351953,Journey , Open Arms
324,Jovanotti - Ragazzo Fortunato,radiowien,2021-04-18 11:06:01.793483,Jovanotti , Ragazzo Fortunato
325,Julian Le Play - Philosoph,oe3,2021-04-18 23:51:01.597492,Julian Le Play , Philosoph
326,Julian Le Play - Team,radiowien,2021-04-19 05:27:01.909631,Julian Le Play , Team
327,Julian Le Play feat. toksÃ¯ - Hellwach,oe3,2021-04-18 20:06:01.600535,Julian Le Play feat. toksÃ¯ , Hellwach
328,Julian le Play - Mr. Spielberg,radiowien,2021-04-18 17:42:01.838801,Julian le Play , Mr. Spielberg
329,Jungle - Keep Moving ,fm4,2021-04-18 13:06:02.440721,Jungle , Keep Moving 
330,K.D. Lang - Constant Craving,radiowien,2021-04-19 07:21:02.089913,K.D. Lang , Constant Craving
331,Kamasi Washington - Street Fighter Mas ,fm4,2021-04-18 15:57:02.953416,Kamasi Washington , Street Fighter Mas 
332,Kapa Tult - Priority Lane ,fm4,2021-04-18 17:15:02.141475,Kapa Tult , Priority Lane 
333,Katrina & The Waves - Love Shine A Light,radiowien,2021-04-18 20:42:02.343862,Katrina & The Waves , Love Shine A Light
334,Katrina & The Waves - Walking On Sunshine,radiowien,2021-04-18 09:42:01.948302,Katrina & The Waves , Walking On Sunshine
335,Katy Perry - Teenage Dream,oe3,2021-04-19 01:45:01.248150,Katy Perry , Teenage Dream
336,Ke'rem - Our Own Cartoon,radiowien,2021-04-18 15:15:02.447610,Ke'rem , Our Own Cartoon
337,Kerosin95 - Futter ,fm4,2021-04-18 14:15:02.637248,Kerosin95 , Futter 
338,Kid Simius ft. Enda Gallery - Livin'It Up ,fm4,2021-04-19 07:06:02.905958,Kid Simius ft. Enda Gallery , Livin'It Up 
339,Kim Carnes - Bette Davis Eyes,oe3,2021-04-18 17:36:01.037322,Kim Carnes , Bette Davis Eyes
340,Kim Wilde - Four Letter Word,radiowien,2021-04-18 15:39:01.849534,Kim Wilde , Four Letter Word
341,King & Potter - Blinded by Love,oe3,2021-04-18 21:18:00.991004,King & Potter , Blinded by Love
342,Kinks - Don't Forget To Dance,radiowien,2021-04-18 10:15:02.344090,Kinks , Don't Forget To Dance
343,KrautschÃ¤dl - Feiah fonga,oe3,2021-04-18 22:27:00.856649,KrautschÃ¤dl , Feiah fonga
344,Kreiml & Samurai ft. 5Finga - 4Re In Da Friah (Illeagle Remix),fm4,2021-04-19 00:21:02.305893,Kreiml & Samurai ft. 5Finga , 4Re In Da Friah (Illeagle Remix)
345,Kygo  & Tina Turner - What's Love Got to Do with It,oe3,2021-04-18 15:48:01.590206,Kygo  & Tina Turner , What's Love Got to Do with It
346,Kygo & Miguel - Remind Me to Forget,oe3,2021-04-19 01:39:01.165123,Kygo & Miguel , Remind Me to Forget
347,Kygo feat. Donna Summer - Hot Stuff,oe3,2021-04-18 22:21:01.494835,Kygo feat. Donna Summer , Hot Stuff
348,Kygo feat. Selena Gomez - It Ain't Me,oe3,2021-04-19 05:27:00.989147,Kygo feat. Selena Gomez , It Ain't Me
349,Kylie Minogue - In Your Eyes,radiowien,2021-04-18 23:51:02.012988,Kylie Minogue , In Your Eyes
350,LCD Soundsystem - All my friends (Album Version),fm4,2021-04-18 17:27:02.950562,LCD Soundsystem , All my friends (Album Version)
351,LCD Soundsystem - Daft Punk Is Playing At My House,fm4,2021-04-18 14:24:03.595493,LCD Soundsystem , Daft Punk Is Playing At My House
352,Lady Antebellum - Lie With Me,radiowien,2021-04-19 03:48:02.499134,Lady Antebellum , Lie With Me
353,Lady Gaga - Stupid Love,oe3,2021-04-18 23:30:01.199226,Lady Gaga , Stupid Love
354,Lana Del Rey - White Dress ,fm4,2021-04-18 10:54:02.843589,Lana Del Rey , White Dress 
355,Laura Branigan - Self Control,oe3,2021-04-19 02:15:01.762660,Laura Branigan , Self Control
356,Lemo feat. Christina StÃ¼rmer - Nur Mensch,oe3,2021-04-19 01:42:01.998563,Lemo feat. Christina StÃ¼rmer , Nur Mensch
357,Leona Lewis - Better In Time,radiowien,2021-04-18 20:54:01.956538,Leona Lewis , Better In Time
358,Leony - Faded Love,oe3,2021-04-19 06:21:01.707282,Leony , Faded Love
359,Lewis Capaldi - Someone You Loved,radiowien,2021-04-18 21:18:01.937740,Lewis Capaldi , Someone You Loved
360,Lighthouse Family - Lifted,radiowien,2021-04-18 08:48:02.536411,Lighthouse Family , Lifted
361,Linkin Park - Shadow of the Day,oe3,2021-04-18 16:18:01.884256,Linkin Park , Shadow of the Day
362,Lionel Richie - My Love,radiowien,2021-04-18 13:00:02.037781,Lionel Richie , My Love
363,Lionel Richie - Stuck On You,radiowien,2021-04-19 06:57:02.496086,Lionel Richie , Stuck On You
364,Lipps Inc. - Funkytown,oe3,2021-04-18 17:48:01.415071,Lipps Inc. , Funkytown
365,Lisa Pac - Boring,oe3,2021-04-19 00:09:01.059097,Lisa Pac , Boring
366,Lisa Pac - Helium,oe3,2021-04-18 21:06:01.339602,Lisa Pac , Helium
367,Live Spirits - Into My Song,radiowien,2021-04-18 18:09:02.637992,Live Spirits , Into My Song
368,Loreen - Euphoria,radiowien,2021-04-19 04:45:01.723894,Loreen , Euphoria
369,Lost Frequencies - Are You with Me,oe3,2021-04-18 23:00:01.396893,Lost Frequencies , Are You with Me
370,Louane - Avenir,radiowien,2021-04-19 02:21:01.995006,Louane , Avenir
371,Loud 9  Tamee Harrison - Song Of Life,radiowien,2021-04-18 18:30:03.138257,Loud 9  Tamee Harrison , Song Of Life
372,Louis The Child ft. K.Flay - It's Strange ,fm4,2021-04-19 06:54:02.607785,Louis The Child ft. K.Flay , It's Strange 
373,Luca Malina - Rain ,fm4,2021-04-19 06:00:02.712947,Luca Malina , Rain 
374,Luca Malina - Rain ,fm4,2021-04-18 08:51:01.649992,Luca Malina , Rain 
375,Luis Fonsi feat. Daddy Yankee - Despacito,oe3,2021-04-18 16:54:04.155465,Luis Fonsi feat. Daddy Yankee , Despacito
376,Luke Andrews - Something About Her,radiowien,2021-04-18 11:57:02.648377,Luke Andrews , Something About Her
377,Luke Andrews Band - Who I Am,oe3,2021-04-18 21:00:01.729538,Luke Andrews Band , Who I Am
378,M.P. - Lie To Me ,fm4,2021-04-18 11:33:01.937878,M.P. , Lie To Me 
379,Madonna - Papa Don't Preach,radiowien,2021-04-19 04:36:02.498470,Madonna , Papa Don't Preach
380,Magic! - Rude,oe3,2021-04-18 22:33:01.198127,Magic! , Rude
381,Manfred Mann - Fox On The Run,radiowien,2021-04-18 22:09:02.803759,Manfred Mann , Fox On The Run
382,Manuel Ortega - Upside Down,radiowien,2021-04-18 19:51:02.547733,Manuel Ortega , Upside Down
383,Maribou State ft Khruangbin - Feel Good ,fm4,2021-04-18 09:15:02.040162,Maribou State ft Khruangbin , Feel Good 
384,Marit Larsen - If A Song Could Get Me You,radiowien,2021-04-19 04:12:01.714417,Marit Larsen , If A Song Could Get Me You
385,Marku Ribas & Erasmo Carlos - Beira D'Agua (A Festa),fm4,2021-04-18 09:36:02.639341,Marku Ribas & Erasmo Carlos , Beira D'Agua (A Festa)
386,Maroon 5 - Memories,oe3,2021-04-18 12:48:01.705807,Maroon 5 , Memories
387,Maroon 5 - This Love,radiowien,2021-04-18 10:30:02.153473,Maroon 5 , This Love
388,Maroon 5 feat. Cardi B - Girls like You,oe3,2021-04-18 09:54:01.539572,Maroon 5 feat. Cardi B , Girls like You
389,Marque - Wonderman,radiowien,2021-04-18 19:27:02.150421,Marque , Wonderman
390,Marshmello & Anne-Marie - Friends,oe3,2021-04-19 03:36:01.670663,Marshmello & Anne,Marshmello & Anne
391,Marvin GayeKim Weston - It Takes Two,radiowien,2021-04-18 17:09:01.654776,Marvin GayeKim Weston , It Takes Two
392,Master KG ft. Nomcebo Zikode - Jerusalema,oe3,2021-04-19 05:09:01.353377,Master KG ft. Nomcebo Zikode , Jerusalema
393,Matakustix - AlmÃsiKing,oe3,2021-04-18 22:57:01.195580,Matakustix , AlmÃsiKing
394,Mathou - You Never Walk Alone,radiowien,2021-04-18 12:27:01.739330,Mathou , You Never Walk Alone
395,Matt Simons - We Can Do Better,radiowien,2021-04-18 17:48:02.252182,Matt Simons , We Can Do Better
396,Mavi Phoenix - Grass And The Sun ,fm4,2021-04-18 11:18:02.148339,Mavi Phoenix , Grass And The Sun 
397,Mavi Phoenix - Grass And The Sun ,fm4,2021-04-18 23:15:02.108237,Mavi Phoenix , Grass And The Sun 
398,Maxi Priest - Wild World,radiowien,2021-04-18 14:36:01.638069,Maxi Priest , Wild World
399,McGregorys - Are You An Angel,radiowien,2021-04-18 18:48:01.950237,McGregorys , Are You An Angel
400,McGregorys - Sunset In Berlin,radiowien,2021-04-18 23:15:01.696346,McGregorys , Sunset In Berlin
401,Meduza & Dermot Kennedy - Paradise,oe3,2021-04-19 01:33:00.997508,Meduza & Dermot Kennedy , Paradise
402,Meghan Trainor feat. John Legend - Like I'm gonna lose you,radiowien,2021-04-18 23:21:02.205794,Meghan Trainor feat. John Legend , Like I'm gonna lose you
403,Melanie Thornton - Love How You Love Me,radiowien,2021-04-19 02:12:01.995250,Melanie Thornton , Love How You Love Me
404,Mella Casata - Boys Tears,oe3,2021-04-18 21:27:01.438572,Mella Casata , Boys Tears
405,Mental As Anything - Live It Up,oe3,2021-04-18 18:09:01.793221,Mental As Anything , Live It Up
406,Metro Boomin - Borrowed Love (feat. Swae Lee & Wizkid),fm4,2021-04-19 06:21:02.805184,Metro Boomin , Borrowed Love (feat. Swae Lee & Wizkid)
407,Michael Buble - Forever Now,radiowien,2021-04-18 12:21:01.949522,Michael Buble , Forever Now
408,Michael Buble - Haven't Met You Yet,radiowien,2021-04-18 22:45:01.900804,Michael Buble , Haven't Met You Yet
409,Michael Patrick Kelly - Beautiful Madness,oe3,2021-04-19 07:09:01.797250,Michael Patrick Kelly , Beautiful Madness
410,Michael Vatter - You,radiowien,2021-04-18 21:12:02.151851,Michael Vatter , You
411,Michelle Shocked - Anchorage,radiowien,2021-04-19 03:54:03.660873,Michelle Shocked , Anchorage
412,Mick Jagger & Dave Grohl - Eazy Sleazy,oe3,2021-04-18 19:48:01.638225,Mick Jagger & Dave Grohl , Eazy Sleazy
413,Mickey - Trampoline ,fm4,2021-04-18 16:06:01.970363,Mickey , Trampoline 
414,Midge Ure - If I Was,radiowien,2021-04-19 04:15:01.900462,Midge Ure , If I Was
415,Mika - Relax (Take It Easy),radiowien,2021-04-19 05:54:02.613840,Mika , Relax (Take It Easy)
416,Miley Cyrus - Malibu,radiowien,2021-04-18 15:21:01.749096,Miley Cyrus , Malibu
417,Miley Cyrus - Midnight Sky,oe3,2021-04-18 10:09:01.193999,Miley Cyrus , Midnight Sky
418,Milow - Howling At The Moon,radiowien,2021-04-18 14:24:03.003113,Milow , Howling At The Moon
419,Milow - Whatever It Takes,oe3,2021-04-18 15:54:01.090819,Milow , Whatever It Takes
420,Minisex - Du kleiner Spion,radiowien,2021-04-18 18:06:02.442676,Minisex , Du kleiner Spion
421,Minisex - Rudi gib acht,radiowien,2021-04-18 12:12:02.344585,Minisex , Rudi gib acht
422,Mira Lu Kovacs - Pull Away ,fm4,2021-04-19 00:36:02.396085,Mira Lu Kovacs , Pull Away 
423,Mira Lu Kovacs - Want You ,fm4,2021-04-19 00:33:02.208123,Mira Lu Kovacs , Want You 
424,MisSiss - All I Wanna Say Now,radiowien,2021-04-18 22:15:02.106998,MisSiss , All I Wanna Say Now
425,Mo - My Son,radiowien,2021-04-18 19:36:01.750689,Mo , My Son
426,MoKarin Raab - Face Of Love,radiowien,2021-04-19 00:15:01.796471,MoKarin Raab , Face Of Love
427,Moby - Why Does My Heart Feel So Bad?,radiowien,2021-04-18 22:30:01.807316,Moby , Why Does My Heart Feel So Bad?
428,Mod Def - A Brighter Day ,fm4,2021-04-18 15:24:02.244064,Mod Def , A Brighter Day 
429,Modern Modern Life - Orbit ,fm4,2021-04-18 10:12:02.276266,Modern Modern Life , Orbit 
430,Mono Peninsula - Archangelsk ,fm4,2021-04-19 00:57:02.206387,Mono Peninsula , Archangelsk 
431,Moss feat. ZoÃ« - No Remedy,oe3,2021-04-18 22:24:01.796566,Moss feat. ZoÃ« , No Remedy
432,Mr. Big - To Be With You,radiowien,2021-04-18 14:00:01.659660,Mr. Big , To Be With You
433,Munimuni & Seelenwald - Missing Link ,fm4,2021-04-19 06:27:01.720282,Munimuni & Seelenwald , Missing Link 
434,My Ugly Clementine - Never Be Yours ,fm4,2021-04-18 14:06:02.538795,My Ugly Clementine , Never Be Yours 
435,My Ugly Clementine - The Good The Bad The Ugly,fm4,2021-04-19 04:39:03.096091,My Ugly Clementine , The Good The Bad The Ugly
436,Myd - Let You Speak ,fm4,2021-04-18 10:06:02.537408,Myd , Let You Speak 
437,MÃ¥ns Zelmerloew - Heroes,radiowien,2021-04-18 16:09:02.140816,MÃ¥ns Zelmerloew , Heroes
438,MÃ¶we - Skyline,oe3,2021-04-18 13:27:00.893167,MÃ¶we , Skyline
439,MÃ¶we feat. Emy Perez - Down by the River,oe3,2021-04-19 00:51:01.159543,MÃ¶we feat. Emy Perez , Down by the River
440,Möwe feat. 3Angle & Norah B. - Can't Stop (Tu Ru Tu),oe3,2021-04-18 20:12:00.839519,Möwe feat. 3Angle & Norah B. , Can't Stop (Tu Ru Tu)
441,N'Sync - Tearin' Up My Heart,radiowien,2021-04-18 15:24:01.949131,N'Sync , Tearin' Up My Heart
442,Narou - Check On Me  (with at the crib.) ,fm4,2021-04-19 04:54:03.116001,Narou , Check On Me  (with at the crib.) 
443,Nat King Cole - L-O-V-E,radiowien,2021-04-18 23:09:02.796122,Nat King Cole ,Nat King Cole 
444,Natalie Imbruglia - Torn,radiowien,2021-04-18 10:12:02.065464,Natalie Imbruglia , Torn
445,Nazareth - Dream On,radiowien,2021-04-18 20:36:01.838688,Nazareth , Dream On
